Title,Rating,Genres,Tags,Url,Popularity,TagsGenres
Ben (1972) ,5.4,"Horror, Thriller            ","['electric train', 'exploitation film', 'loneliness', 'suspense', 'police lieutenant']",https://www.imdb.com//title/tt0068264/,12,"horror,thriller,electric train,exploitation film,loneliness,suspense,police lieutenant,"
Tras el cristal (1986) ,6.8,"Drama, Horror            ","['iron lung', 'dead children', 'giallo', 'spanish giallo', 'sleazy giallo']",https://www.imdb.com//title/tt0090197/,12,"drama,horror,iron lung,dead children,giallo,spanish giallo,sleazy giallo,"
I Walked with a Zombie (1943) ,7.1,"Drama, Fantasy, Horror            ","['zombie', 'voodoo', 'cult director', 'cult film', 'haiti']",https://www.imdb.com//title/tt0036027/,12,"drama,fantasy,horror,zombie,voodoo,cult director,cult film,haiti,"
The Thinning: New World Order (2018) ,3.9,"Action, Drama, Horror            ",[],https://www.imdb.com//title/tt7764650/,12,"action,drama,horror,"
The Shout (1978) ,6.6,"Drama, Horror            ","['cricket the sport', 'sex scene', 'unwanted houseguest', 'shout', 'sand dune']",https://www.imdb.com//title/tt0078259/,12,"drama,horror,cricket the sport,sex scene,unwanted houseguest,shout,sand dune,"
The Body Snatcher (1945) ,7.3,"Horror, Thriller            ","['killing a dog', 'singer', 'singing', 'song', 'street singer']",https://www.imdb.com//title/tt0037549/,12,"horror,thriller,killing a dog,singer,singing,song,street singer,"
Blood Harvest (1987) ,4.5,Horror            ,"['sleazy', 'clown', 'bare breasts', 'pubic hair', 'male nudity']",https://www.imdb.com//title/tt0092671/,12,"horror,sleazy,clown,bare breasts,pubic hair,male nudity,"
Evil Bong (2006) ,4.0,"Comedy, Horror            ","['bong', 'college', 'marijuana', 'hot wheels', 'bomb vest']",https://www.imdb.com//title/tt0829424/,12,"comedy,horror,bong,college,marijuana,hot wheels,bomb vest,"
Satan's Slave (1976) ,5.1,Horror            ,"['female full frontal nudity', 'sexual assault', 'grindhouse film', 'supernatural power', 'psychotronic film']",https://www.imdb.com//title/tt0075164/,12,"horror,female full frontal nudity,sexual assault,grindhouse film,supernatural power,psychotronic film,"
The Voices (2020) ,3.8,"Horror, Thriller            ",['woman'],https://www.imdb.com//title/tt5950596/,12,"horror,thriller,woman,"
Fuego negro (2020) ,2.5,"Action, Horror, Mystery            ",['siblings'],https://www.imdb.com//title/tt12536776/,12,"action,horror,mystery,siblings,"
w Delta z (2007) ,5.7,"Crime, Drama, Horror            ","['naked corpse', 'female nudity', 'physical torture', 'male full frontal nudity', 'penis']",https://www.imdb.com//title/tt0804552/,12,"crime,drama,horror,naked corpse,female nudity,physical torture,male full frontal nudity,penis,"
Fascination (1979) ,6.1,Horror            ,"['blood drinking', 'anemia', 'gramophone', 'eaten alive', 'murder']",https://www.imdb.com//title/tt0079135/,12,"horror,blood drinking,anemia,gramophone,eaten alive,murder,"
White Dog (1982) ,7.1,"Drama, Horror            ","['racist', 'climbing downhill', 'climbing uphill', 'car', 'pantyhose']",https://www.imdb.com//title/tt0084899/,12,"drama,horror,racist,climbing downhill,climbing uphill,car,pantyhose,"
Beast No More (2019) ,5.2,"Horror, Thriller            ","['grief', 'death of a child', 'murder of a child', 'mutant child']",https://www.imdb.com//title/tt4634402/,12,"horror,thriller,grief,death of a child,murder of a child,mutant child,"
Bad Biology (2008) ,4.7,"Comedy, Horror            ","['black pantyhose', 'pantyhose', 'blonde', 'pubic hair', 'female pubic hair']",https://www.imdb.com//title/tt0974977/,11,"comedy,horror,black pantyhose,pantyhose,blonde,pubic hair,female pubic hair,"
Aamis (2019) ,8.1,"Drama, Fantasy, Horror            ","['food', 'meat', 'gluttony', 'addiction', 'forbidden love']",https://www.imdb.com//title/tt9010522/,11,"drama,fantasy,horror,food,meat,gluttony,addiction,forbidden love,"
The Giant Gila Monster (1959) ,3.6,"Horror, Sci-Fi, Thriller            ","['nitroglycerin', 'giant lizard', 'record hop', 'gila monster', 'reference to elvis presley']",https://www.imdb.com//title/tt0052846/,11,"horror,sci-fi,thriller,nitroglycerin,giant lizard,record hop,gila monster,reference to elvis presley,"
Body at Brighton Rock (2019) ,5.2,"Horror, Mystery, Thriller            ",['night'],https://www.imdb.com//title/tt7942746/,11,"horror,mystery,thriller,night,"
It Waits (2005) ,4.0,Horror            ,"['psychotronic film', 'creature', 'student', 'native american', 'cave']",https://www.imdb.com//title/tt0430239/,11,"horror,psychotronic film,creature,student,native american,cave,"
Dave Made a Maze (2017) ,6.2,"Adventure, Comedy, Fantasy            ","['surrealism', 'artist', 'origami', 'trapped', 'maze']",https://www.imdb.com//title/tt4457344/,11,"adventure,comedy,fantasy,surrealism,artist,origami,trapped,maze,"
The Truth Will Out (2020) ,3.9,Horror            ,['woman'],https://www.imdb.com//title/tt9371362/,11,"horror,woman,"
Koi no tsumi (2011) ,6.8,"Drama, Horror, Romance            ","['having sex with skirt hiked up', 'female full frontal nudity', 'sex in a toilet', 'sex with a stranger', 'sex in a toilet stall']",https://www.imdb.com//title/tt1743724/,11,"drama,horror,romance,having sex with skirt hiked up,female full frontal nudity,sex in a toilet,sex with a stranger,sex in a toilet stall,"
Chaos (I) (2005) ,3.2,"Horror, Thriller            ","['anal rape', 'breast removal', 'sexual violence', 'sex murder', 'sadism']",https://www.imdb.com//title/tt0405977/,11,"horror,thriller,anal rape,breast removal,sexual violence,sex murder,sadism,"
Frágiles (2005) ,6.1,"Horror, Mystery, Thriller            ","['supernatural', 'killer', 'hospital', 'nurse', 'orphan']",https://www.imdb.com//title/tt0422272/,11,"horror,mystery,thriller,supernatural,killer,hospital,nurse,orphan,"
The Lost Empire (1984) ,4.6,"Action, Adventure, Comedy            ","['evil wizard', 'heroine', 'arena combat', 'native american woman', 'female protagonist']",https://www.imdb.com//title/tt0089503/,11,"action,adventure,comedy,evil wizard,heroine,arena combat,native american woman,female protagonist,"
Deep Murder (2019) ,4.2,"Comedy, Horror            ","['male nudity', 'babysitter', 'nerd', 'female scientist', 'detective']",https://www.imdb.com//title/tt6975598/,11,"comedy,horror,male nudity,babysitter,nerd,female scientist,detective,"
The Mephisto Waltz (1971) ,6.0,"Horror, Mystery, Thriller            ","['piano', 'satanist', 'husband wife relationship', 'concert pianist', 'occult']",https://www.imdb.com//title/tt0067419/,11,"horror,mystery,thriller,piano,satanist,husband wife relationship,concert pianist,occult,"
Graduation Day (1981) ,4.8,"Horror, Mystery, Thriller            ","['slasher flick', 'track and field', 'female nudity', 'pole vault', 'murder']",https://www.imdb.com//title/tt0082467/,11,"horror,mystery,thriller,slasher flick,track and field,female nudity,pole vault,murder,"
Tanin no kao (1966) ,8.0,"Drama, Horror, Sci-Fi            ","['brother sister incest', 'allegory', 'philosophy', 'new identity', 'disfigured face']",https://www.imdb.com//title/tt0061065/,11,"drama,horror,sci-fi,brother sister incest,allegory,philosophy,new identity,disfigured face,"
Shark Exorcist (2015) ,1.3,"Action, Comedy, Fantasy            ","['psychotronic film', 'stabbed in the abdomen', 'shark', 'cemetery', 'catholic nun']",https://www.imdb.com//title/tt3120314/,11,"action,comedy,fantasy,psychotronic film,stabbed in the abdomen,shark,cemetery,catholic nun,"
Spellbinder (1988) ,5.8,"Drama, Horror, Romance            ","['female frontal nudity', 'nightmare', 'immolation', 'hallucination', 'animal sacrifice']",https://www.imdb.com//title/tt0096152/,11,"drama,horror,romance,female frontal nudity,nightmare,immolation,hallucination,animal sacrifice,"
Fubar (2018) ,4.6,"Comedy, Horror            ","['zombie', 'weekend', 'british', 'action packed']",https://www.imdb.com//title/tt6732748/,11,"comedy,horror,zombie,weekend,british,action packed,"
Bloodthirst (II) ,None,Horror            ,['vampire'],https://www.imdb.com//title/tt11430948/,11,"horror,vampire,"
Eyes of a Stranger (1981) ,6.0,"Horror, Thriller            ","['sex maniac', 'pervert', 'sexual predator', 'sexual violence', 'psychopath']",https://www.imdb.com//title/tt0082352/,11,"horror,thriller,sex maniac,pervert,sexual predator,sexual violence,psychopath,"
Bodom (2016) ,5.3,"Horror, Mystery, Thriller            ","['lake', 'tent', 'teenager', 'slasher', 'camping']",https://www.imdb.com//title/tt3743042/,10,"horror,mystery,thriller,lake,tent,teenager,slasher,camping,"
Let Us Prey (2014) ,5.8,"Horror, Thriller            ","['mysterious stranger', 'police station', 'police', 'stranger', 'night shift']",https://www.imdb.com//title/tt3148348/,10,"horror,thriller,mysterious stranger,police station,police,stranger,night shift,"
The Plague of the Zombies (1966) ,6.6,Horror            ,"['plague', 'decapitation', 'shovel', 'epidemic', 'umbrella']",https://www.imdb.com//title/tt0060841/,10,"horror,plague,decapitation,shovel,epidemic,umbrella,"
The Children (1980) ,5.5,"Horror, Sci-Fi            ","['drive in classic', 'grindhouse film', 'midnight movie', 'zombie survival', 'zombie film']",https://www.imdb.com//title/tt0080527/,10,"horror,sci-fi,drive in classic,grindhouse film,midnight movie,zombie survival,zombie film,"
Chillerama (2011) ,5.7,"Action, Comedy, Horror            ","['gay', 'black and white scene', 'closeted homosexual', 'topless female nudity', 'male rear nudity']",https://www.imdb.com//title/tt1727252/,10,"action,comedy,horror,gay,black and white scene,closeted homosexual,topless female nudity,male rear nudity,"
Nightmare Beach (1989) ,5.4,Horror            ,"['slasher', 'biker gang', 'electrocution', 'female nudity', 'coors beer']",https://www.imdb.com//title/tt0095740/,10,"horror,slasher,biker gang,electrocution,female nudity,coors beer,"
Hard to Die (1990) ,5.0,"Action, Comedy, Horror            ","['slasher', 'woman in shower', 'machine gun', 'janitor', 'shootout']",https://www.imdb.com//title/tt0103111/,10,"action,comedy,horror,slasher,woman in shower,machine gun,janitor,shootout,"
Night Warning (1981) ,6.4,"Horror, Mystery, Thriller            ","['aunt nephew relationship', 'closeted homosexual', 'sexually repressed woman', 'homophobic cop', 'video nasty']",https://www.imdb.com//title/tt0082813/,10,"horror,mystery,thriller,aunt nephew relationship,closeted homosexual,sexually repressed woman,homophobic cop,video nasty,"
The Vault of Horror (1973) ,6.6,Horror            ,"['anthology', 'elevator', 'portmanteau', 'greed', 'buried alive']",https://www.imdb.com//title/tt0070868/,10,"horror,anthology,elevator,portmanteau,greed,buried alive,"
Pumpkins (2018) ,2.4,Horror            ,"['pumpkin', 'f rated']",https://www.imdb.com//title/tt4381382/,10,"horror,pumpkin,f rated,"
Big Legend (2018) ,4.9,"Action, Adventure, Horror            ",['truth'],https://www.imdb.com//title/tt6409762/,10,"action,adventure,horror,truth,"
Amer (2009) ,6.2,"Horror, Thriller            ","['close up of eye', 'looking through a keyhole', 'hiding under a bed', 'pocket watch', 'sideways camera shot']",https://www.imdb.com//title/tt1426352/,10,"horror,thriller,close up of eye,looking through a keyhole,hiding under a bed,pocket watch,sideways camera shot,"
Lost Souls (2000) ,4.8,"Drama, Horror, Thriller            ","['priest', 'mental institution', 'antichrist', 'exorcism', 'devil worship']",https://www.imdb.com//title/tt0160484/,10,"drama,horror,thriller,priest,mental institution,antichrist,exorcism,devil worship,"
The Dead Ones (2019) ,3.1,Horror            ,"['psychotronic film', 'number in title']",https://www.imdb.com//title/tt1482457/,10,"horror,psychotronic film,number in title,"
The Dawn (2019) ,4.9,"Drama, Horror, Thriller            ",['murder'],https://www.imdb.com//title/tt7461372/,10,"drama,horror,thriller,murder,"
Evil Takes Root (2020) ,4.0,"Horror, Thriller            ","['exorcism', 'possession', 'witchcraft', 'catholic school', 'filipino']",https://www.imdb.com//title/tt7830416/,10,"horror,thriller,exorcism,possession,witchcraft,catholic school,filipino,"
Carnival of Souls (1998) ,3.2,"Drama, Horror, Mystery            ","['tragedy', 'female protagonist', 'ghost', 'car accident', 'bar']",https://www.imdb.com//title/tt0120627/,10,"drama,horror,mystery,tragedy,female protagonist,ghost,car accident,bar,"
Orgasmo (1969) ,6.1,"Drama, Horror, Musical            ","['female full rear nudity', 'widow', 'shower', 'erotica', 'female bare feet']",https://www.imdb.com//title/tt0063413/,10,"drama,horror,musical,female full rear nudity,widow,shower,erotica,female bare feet,"
Her Name Was Christa (2020) ,4.5,"Horror, Romance, Thriller            ","['indie', 'cult horror', 'necrophilia', 'love', 'deep cleavage']",https://www.imdb.com//title/tt7453138/,10,"horror,romance,thriller,indie,cult horror,necrophilia,love,deep cleavage,"
Soldiers of the Damned (2015) ,3.8,"Action, Horror, Thriller            ","['year 1944', '1940s', 'nazi germany', 'eastern front of world war ii', 'balkans']",https://www.imdb.com//title/tt2396671/,10,"action,horror,thriller,year 1944,1940s,nazi germany,eastern front of world war ii,balkans,"
La fille de nulle part (2012) ,6.2,"Drama, Horror, Mystery            ","['paranormal phenomena', 'older man younger woman relationship', 'female full frontal nudity', 'ghost', 'apparition']",https://www.imdb.com//title/tt2332514/,9,"drama,horror,mystery,paranormal phenomena,older man younger woman relationship,female full frontal nudity,ghost,apparition,"
Hanukkah (2019) ,4.2,Horror            ,"['female full rear nudity', 'large breasts', 'bare breasts', 'lesbian sex']",https://www.imdb.com//title/tt2562146/,9,"horror,female full rear nudity,large breasts,bare breasts,lesbian sex,"
Highwaymen (2004) ,5.7,"Action, Crime, Horror            ","['sadistic psychopath', 'maniac', 'homicidal maniac', 'villain', 'suspense']",https://www.imdb.com//title/tt0339147/,9,"action,crime,horror,sadistic psychopath,maniac,homicidal maniac,villain,suspense,"
Head Count (2018) ,5.4,"Horror, Mystery, Thriller            ","['brother brother relationship', 'joshua tree', 'swollen ankle', 'weekend getaway', 'shape shifting']",https://www.imdb.com//title/tt7350614/,9,"horror,mystery,thriller,brother brother relationship,joshua tree,swollen ankle,weekend getaway,shape shifting,"
"Fear, Inc. (2016) ",5.6,"Action, Comedy, Horror            ","['dead teenager', 'high school', 'slasher killer', 'slasher flick', 'body count']",https://www.imdb.com//title/tt3560148/,9,"action,comedy,horror,dead teenager,high school,slasher killer,slasher flick,body count,"
Ouija House (2018) ,3.0,"Horror, Thriller            ",['ouija board'],https://www.imdb.com//title/tt7375304/,9,"horror,thriller,ouija board,"
Coven (2020) ,2.3,Horror            ,"['female nudity', 'topless female nudity']",https://www.imdb.com//title/tt6844138/,9,"horror,female nudity,topless female nudity,"
Evilspeak (1981) ,5.7,Horror            ,"['cult film', 'video nasty', 'psychological horror', 'exploitation', 'grindhouse film']",https://www.imdb.com//title/tt0082346/,9,"horror,cult film,video nasty,psychological horror,exploitation,grindhouse film,"
Bruiser (2000) ,5.3,"Horror, Mystery            ","['tablesaw', 'face', 'mask', 'revenge', 'white mask']",https://www.imdb.com//title/tt0212830/,9,"horror,mystery,tablesaw,face,mask,revenge,white mask,"
Scare Me (II) (2020) ,3.3,"Comedy, Fantasy, Horror            ",[],https://www.imdb.com//title/tt12098670/,9,"comedy,fantasy,horror,"
"Die, Monster, Die! (1965) ",5.6,"Mystery, Horror, Sci-Fi            ","['based on short story', 'exclamation point in title', 'mutant plant', 'greenhouse', 'wheelchair']",https://www.imdb.com//title/tt0059465/,9,"mystery,horror,sci-fi,based on short story,exclamation point in title,mutant plant,greenhouse,wheelchair,"
Demon Wind (1990) ,5.0,Horror            ,"['demon', 'nudity', 'buxom', 'wrist slitting', 'stabbed in the throat']",https://www.imdb.com//title/tt0099401/,9,"horror,demon,nudity,buxom,wrist slitting,stabbed in the throat,"
The Borderlands (2013) ,5.8,Horror            ,"['lovecraftian', 'church', 'folk horror', 'suicide', 'miracle']",https://www.imdb.com//title/tt2781832/,9,"horror,lovecraftian,church,folk horror,suicide,miracle,"
Fukkatsu no hi (1980) ,6.2,"Adventure, Drama, Horror            ","['virus', 'antarctica', 'vaccine', 'submarine', 'pandemic']",https://www.imdb.com//title/tt0080768/,9,"adventure,drama,horror,virus,antarctica,vaccine,submarine,pandemic,"
D-War (2007) ,3.5,"Action, Drama, Fantasy            ","['creature', 'giant', 'giant creature', 'giant snake', 'giant monster']",https://www.imdb.com//title/tt0372873/,9,"action,drama,fantasy,creature,giant,giant creature,giant snake,giant monster,"
The Island (1980) ,5.3,"Action, Adventure, Drama            ","['u.s. coast guard', 'female pirate', 'stockholm syndrome', 'cocaine', 'flare gun']",https://www.imdb.com//title/tt0080934/,9,"action,adventure,drama,u.s. coast guard,female pirate,stockholm syndrome,cocaine,flare gun,"
Geung see sin sang (1985) ,7.4,"Action, Comedy, Fantasy            ","['corpse', 'taoist priest', 'kung fu', 'vampire', 'ghost']",https://www.imdb.com//title/tt0089371/,9,"action,comedy,fantasy,corpse,taoist priest,kung fu,vampire,ghost,"
The Possession of Michael King (2014) ,5.7,Horror            ,"['distorted voice', 'demonic voice', 'talking to the camera', 'looking at the camera', 'cemetery']",https://www.imdb.com//title/tt2282016/,9,"horror,distorted voice,demonic voice,talking to the camera,looking at the camera,cemetery,"
The Den (2013) ,6.0,"Horror, Mystery, Thriller            ","['laptop', 'computer', 'talking to the camera', 'murder', 'hooded killer']",https://www.imdb.com//title/tt2503154/,9,"horror,mystery,thriller,laptop,computer,talking to the camera,murder,hooded killer,"
The Deadly Spawn (1983) ,6.0,"Horror, Sci-Fi            ","['kaiju', 'psychotronic film', 'midnight movie', 'bloody violence', 'grindhouse film']",https://www.imdb.com//title/tt0087998/,9,"horror,sci-fi,kaiju,psychotronic film,midnight movie,bloody violence,grindhouse film,"
Gatto nero (1981) ,5.9,Horror            ,"['italian horror', 'cult film', 'grindhouse film', 'cat', 'black cat']",https://www.imdb.com//title/tt0080440/,8,"horror,italian horror,cult film,grindhouse film,cat,black cat,"
Skinwalker Ranch (2013) ,5.1,"Horror, Mystery, Sci-Fi            ","['alien', 'alien monster', 'animal death', 'apparition', 'august']",https://www.imdb.com//title/tt2881698/,8,"horror,mystery,sci-fi,alien,alien monster,animal death,apparition,august,"
Harvest Lake (2016) ,4.1,"Drama, Fantasy, Horror            ","['lesbian sex', 'female full frontal nudity', 'male full frontal nudity', 'female full rear nudity', 'penis']",https://www.imdb.com//title/tt5129156/,8,"drama,fantasy,horror,lesbian sex,female full frontal nudity,male full frontal nudity,female full rear nudity,penis,"
Memorial Valley Massacre (1989) ,3.8,"Horror, Thriller            ","['low budget film', 'axe wielding maniac', 'woods', 'bikers', 'maniac']",https://www.imdb.com//title/tt0095611/,8,"horror,thriller,low budget film,axe wielding maniac,woods,bikers,maniac,"
Basket Case 2 (1990) ,5.4,"Comedy, Horror            ","['grindhouse film', 'psychotronic film', 'cult director', 'cult film', 'second in trilogy']",https://www.imdb.com//title/tt0099108/,8,"comedy,horror,grindhouse film,psychotronic film,cult director,cult film,second in trilogy,"
The Dark (2005) ,5.4,"Drama, Fantasy, Horror            ","['drowning', 'psychotronic film', 'trepanning', 'possessed by evil', 'mother sacrifices herself to save daughter']",https://www.imdb.com//title/tt0411267/,8,"drama,fantasy,horror,drowning,psychotronic film,trepanning,possessed by evil,mother sacrifices herself to save daughter,"
Humongous (1982) ,4.8,"Horror, Mystery, Romance            ","['killing of rapist', '1940s', 'exploitation film', 'exploitation', 'psychotronic film']",https://www.imdb.com//title/tt0082537/,8,"horror,mystery,romance,killing of rapist,1940s,exploitation film,exploitation,psychotronic film,"
La casa sperduta nel parco (1980) ,5.8,"Horror, Thriller            ","['suntan pantyhose', 'serial murderer', 'serial killer', 'female stockinged legs', 'pantyhose']",https://www.imdb.com//title/tt0080503/,8,"horror,thriller,suntan pantyhose,serial murderer,serial killer,female stockinged legs,pantyhose,"
La dama rossa uccide sette volte (1972) ,6.6,"Crime, Horror, Mystery            ","['cult film', 'giallo', 'j&b scotch', 'grindhouse film', 'female serial murderer']",https://www.imdb.com//title/tt0068444/,8,"crime,horror,mystery,cult film,giallo,j&b scotch,grindhouse film,female serial murderer,"
La comtesse noire (1973) ,4.9,Horror            ,"['female vampire', 'vampire', 'mute', 'sex', 'island']",https://www.imdb.com//title/tt0069745/,8,"horror,female vampire,vampire,mute,sex,island,"
Shiryô no wana (1988) ,6.2,Horror            ,"['killing an animal', 'topless female nudity', 'head injury', 'hand injury', 'leg injury']",https://www.imdb.com//title/tt0167147/,8,"horror,killing an animal,topless female nudity,head injury,hand injury,leg injury,"
The Swarm (1978) ,4.5,"Horror, Thriller            ","['swarm', 'self experimentation', 'english', 'man wears eyeglasses', 'aerial camera shot']",https://www.imdb.com//title/tt0078350/,8,"horror,thriller,swarm,self experimentation,english,man wears eyeglasses,aerial camera shot,"
Reeker (2005) ,5.2,"Horror, Mystery, Thriller            ","['mysterious killer', 'mystery killer', 'grindhouse film', 'midnight movie', 'horror b movie']",https://www.imdb.com//title/tt0393635/,8,"horror,mystery,thriller,mysterious killer,mystery killer,grindhouse film,midnight movie,horror b movie,"
Infestation (2009) ,5.9,"Action, Adventure, Comedy            ","['insect', 'bug', 'deafness', 'overbearing father', 'monster movie']",https://www.imdb.com//title/tt1020543/,8,"action,adventure,comedy,insect,bug,deafness,overbearing father,monster movie,"
Hellmaster (1992) ,3.6,"Horror, Thriller            ","['cult film', 'slasher', 'splatter', 'female nudity', 'drugs']",https://www.imdb.com//title/tt0165489/,8,"horror,thriller,cult film,slasher,splatter,female nudity,drugs,"
The Legend of Halloween Jack (2018) ,3.4,"Horror, Thriller            ","['halloween', 'scarecrow', 'halloween party', 'halloween costume', 'killer']",https://www.imdb.com//title/tt7601296/,8,"horror,thriller,halloween,scarecrow,halloween party,halloween costume,killer,"
Borderland (2007) ,5.7,"Crime, Horror, Thriller            ","['brutality', 'bare chested male bondage', 'splatter', 'slasher flick', 'teenager']",https://www.imdb.com//title/tt0452592/,8,"crime,horror,thriller,brutality,bare chested male bondage,splatter,slasher flick,teenager,"
Bedeviled (2016) ,4.2,"Horror, Mystery, Thriller            ","['21st century', 'phone app', 'theater', 'sex scene', 'red balloon']",https://www.imdb.com//title/tt4998772/,8,"horror,mystery,thriller,21st century,phone app,theater,sex scene,red balloon,"
Redwood Massacre: Annihilation (2020) ,None,Horror            ,[],https://www.imdb.com//title/tt10473312/,8,"horror,"
Night of the Demon (1983) ,4.7,Horror            ,"['bloody violence', 'american horror', 'drive in classic', 'exploitation film', 'exploitation']",https://www.imdb.com//title/tt0081229/,8,"horror,bloody violence,american horror,drive in classic,exploitation film,exploitation,"
Thanatomorphose (2012) ,4.7,Horror            ,"['body horror', 'decomposing body', 'melting', 'girl wears panties', 'nude wears eyeglasses']",https://www.imdb.com//title/tt2385074/,7,"horror,body horror,decomposing body,melting,girl wears panties,nude wears eyeglasses,"
Child's Play (1972) ,6.0,"Drama, Horror, Mystery            ","['poetry reading', 'prank', 'boys school', 'homosexual subtext', 'male male relationship']",https://www.imdb.com//title/tt0068369/,7,"drama,horror,mystery,poetry reading,prank,boys school,homosexual subtext,male male relationship,"
Creepozoids (1987) ,3.9,"Horror, Sci-Fi            ","['laboratory', 'blood', 'computer', 'syringe', 'year 1998']",https://www.imdb.com//title/tt0092795/,7,"horror,sci-fi,laboratory,blood,computer,syringe,year 1998,"
Don't Go in the House (1979) ,5.7,Horror            ,"['child abuse', 'emotionally disturbed person', 'trauma', 'deeply disturbed person', 'female victim']",https://www.imdb.com//title/tt0080646/,7,"horror,child abuse,emotionally disturbed person,trauma,deeply disturbed person,female victim,"
L'ultimo squalo (1981) ,4.3,Horror            ,"['shark', 'shark attack', 'police helicopter', 'blood splatter', 'creature feature']",https://www.imdb.com//title/tt0081677/,7,"horror,shark,shark attack,police helicopter,blood splatter,creature feature,"
Death Bed: The Bed That Eats (1977) ,4.3,Horror            ,"['demon', 'bed', 'animate object', 'female nudity', 'supernatural power']",https://www.imdb.com//title/tt0385639/,7,"horror,demon,bed,animate object,female nudity,supernatural power,"
The Giant Claw (1957) ,4.6,"Fantasy, Horror, Sci-Fi            ","['anti matter', 'giant egg', 'muonic atom', 'giant bird', 'supersonic speed']",https://www.imdb.com//title/tt0050432/,7,"fantasy,horror,sci-fi,anti matter,giant egg,muonic atom,giant bird,supersonic speed,"
Dabbe (Dab6e) (2015) ,5.6,"Horror, Mystery            ",['killer'],https://www.imdb.com//title/tt4967920/,7,"horror,mystery,killer,"
The Slayer (1982) ,5.3,"Horror, Mystery, Thriller            ","['serial killer', 'unknown killer', 'mysterious killer', 'dream', 'female artist']",https://www.imdb.com//title/tt0084694/,7,"horror,mystery,thriller,serial killer,unknown killer,mysterious killer,dream,female artist,"
The Return (III) (2020) ,7.4,"Horror, Sci-Fi            ",['death'],https://www.imdb.com//title/tt8429394/,7,"horror,sci-fi,death,"
5ive Girls (2006) ,4.4,"Horror, Thriller            ","['school', 'witch', 'spanking with a ruler', 'pentagram', 'panties']",https://www.imdb.com//title/tt0494199/,7,"horror,thriller,school,witch,spanking with a ruler,pentagram,panties,"
Boarding School (2018) ,5.8,"Horror, Mystery, Thriller            ","['cross dressing', 'boarding school', 'kid', 'death', 'presumed suicide']",https://www.imdb.com//title/tt6224502/,7,"horror,mystery,thriller,cross dressing,boarding school,kid,death,presumed suicide,"
Some Kind of Hate (2015) ,4.6,Horror            ,['teenager'],https://www.imdb.com//title/tt3698558/,7,"horror,teenager,"
Unhuman Nature (2020) ,2.9,Horror            ,[],https://www.imdb.com//title/tt7637160/,7,"horror,"
A Deadly Legend (2020) ,6.6,Horror            ,[],https://www.imdb.com//title/tt10021582/,7,"horror,"
The Final (I) (2010) ,5.4,"Drama, Horror, Thriller            ","['bound and gagged', 'dinner', 'dollar bill', 'hair covering face', 'stopped by police']",https://www.imdb.com//title/tt1390535/,7,"drama,horror,thriller,bound and gagged,dinner,dollar bill,hair covering face,stopped by police,"
Unearth (II) (2020) ,6.9,"Drama, Horror            ",[],https://www.imdb.com//title/tt5532280/,7,"drama,horror,"
Extremity (2018) ,4.2,"Horror, Mystery            ","['haunted house attraction', 'extreme haunt', 'motel', 'shower scene', 'bag over head']",https://www.imdb.com//title/tt6664700/,7,"horror,mystery,haunted house attraction,extreme haunt,motel,shower scene,bag over head,"
La residencia (1969) ,6.9,"Horror, Mystery, Thriller            ","['girl', 'school', 'france', 'headmistress', 'dark']",https://www.imdb.com//title/tt0064888/,7,"horror,mystery,thriller,girl,school,france,headmistress,dark,"
Treehouse (2014) ,3.8,"Horror, Mystery, Thriller            ",['teenager'],https://www.imdb.com//title/tt1791681/,7,"horror,mystery,thriller,teenager,"
The Ghost Breakers (1940) ,7.2,"Comedy, Horror, Mystery            ","['zombie', 'voodoo', 'haunted house', 'psychotronic film', 'island']",https://www.imdb.com//title/tt0032520/,6,"comedy,horror,mystery,zombie,voodoo,haunted house,psychotronic film,island,"
American Gothic (1987) ,5.9,Horror            ,"['hixploitation', 'dysfunctional family', 'gothic', 'island', 'eccentric']",https://www.imdb.com//title/tt0094642/,6,"horror,hixploitation,dysfunctional family,gothic,island,eccentric,"
The Legacy (1978) ,5.7,Horror            ,"['male nudity', 'buttocks', 'horse riding', 'looking at oneself in a mirror', 'woman wears a one piece swimsuit']",https://www.imdb.com//title/tt0079450/,6,"horror,male nudity,buttocks,horse riding,looking at oneself in a mirror,woman wears a one piece swimsuit,"
Babysitter Massacre (2013) ,4.3,"Horror, Thriller            ","['murdered with a hammer', 'masked murderer', 'murder of a nude woman', 'nudity', 'murder']",https://www.imdb.com//title/tt2585548/,6,"horror,thriller,murdered with a hammer,masked murderer,murder of a nude woman,nudity,murder,"
Grizzly II: The Predator (1983) ,3.5,"Horror, Music, Thriller            ","['national park', 'unreleased film', 'wilderness', 'unfinished film', 'death']",https://www.imdb.com//title/tt0093119/,6,"horror,music,thriller,national park,unreleased film,wilderness,unfinished film,death,"
It! The Terror from Beyond Space (1958) ,6.1,"Horror, Sci-Fi, Thriller            ","['exclamation point in title', 'bomb', 'illness', 'alien', 'man versus monster']",https://www.imdb.com//title/tt0051786/,6,"horror,sci-fi,thriller,exclamation point in title,bomb,illness,alien,man versus monster,"
As Boas Maneiras (2017) ,6.8,"Fantasy, Horror, Musical            ","['werewolf', 'pregnant', 'lesbian kiss', 'full moon', 'somnambulism']",https://www.imdb.com//title/tt5480782/,6,"fantasy,horror,musical,werewolf,pregnant,lesbian kiss,full moon,somnambulism,"
